# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.005067117512226105e-02 9.369026869535446167e-02 3.085140585899353027e-01 1.005067117512226105e-02 9.369026869535446167e-02 3.085140585899353027e-01
1.000000000000000000e+03 3.861550614237785339e-02 8.765080710873007774e-04 5.575014278292655945e-02 3.861550614237785339e-02 8.765080710873007774e-04 5.575014278292655945e-02
2.000000000000000000e+03 3.122424893081188202e-02 2.736902679316699505e-04 4.347297176718711853e-02 3.122424893081188202e-02 2.736902679316699505e-04 4.347297176718711853e-02
3.000000000000000000e+03 1.005989406257867813e-02 2.777760091703385115e-04 1.203927677124738693e-02 1.005989406257867813e-02 2.777760091703385115e-04 1.203927677124738693e-02
4.000000000000000000e+03 5.394896026700735092e-03 1.478984631830826402e-04 4.654451739042997360e-03 5.394896026700735092e-03 1.478984631830826402e-04 4.654451739042997360e-03
5.000000000000000000e+03 4.245357122272253036e-03 7.877527968958020210e-05 3.265799488872289658e-03 4.245357122272253036e-03 7.877527968958020210e-05 3.265799488872289658e-03
6.000000000000000000e+03 3.702834248542785645e-03 5.605116166407242417e-05 2.809890080243349075e-03 3.702834248542785645e-03 5.605116166407242417e-05 2.809890080243349075e-03
7.000000000000000000e+03 3.326992038637399673e-03 4.431524939718656242e-05 2.517191227525472641e-03 3.326992038637399673e-03 4.431524939718656242e-05 2.517191227525472641e-03
8.000000000000000000e+03 2.999237738549709320e-03 3.608437691582366824e-05 2.269588876515626907e-03 2.999237738549709320e-03 3.608437691582366824e-05 2.269588876515626907e-03
9.000000000000000000e+03 2.721777185797691345e-03 3.011957232956774533e-05 2.045888453722000122e-03 2.721777185797691345e-03 3.011957232956774533e-05 2.045888453722000122e-03
1.000000000000000000e+04 2.562729176133871078e-03 3.031937012565322220e-05 1.866827951744198799e-03 2.562729176133871078e-03 3.031937012565322220e-05 1.866827951744198799e-03
1.100000000000000000e+04 2.280319575220346451e-03 2.342345760553143919e-05 1.684122718870639801e-03 2.280319575220346451e-03 2.342345760553143919e-05 1.684122718870639801e-03
1.200000000000000000e+04 2.083762083202600479e-03 2.189922997786197811e-05 1.527437707409262657e-03 2.083762083202600479e-03 2.189922997786197811e-05 1.527437707409262657e-03
1.300000000000000000e+04 1.886113896034657955e-03 2.086953645630273968e-05 1.379561028443276882e-03 1.886113896034657955e-03 2.086953645630273968e-05 1.379561028443276882e-03
1.400000000000000000e+04 1.993762562051415443e-03 1.776124190655536950e-05 1.252327580004930496e-03 1.993762562051415443e-03 1.776124190655536950e-05 1.252327580004930496e-03
1.500000000000000000e+04 1.463258522562682629e-03 1.788438203220721334e-05 1.112618600018322468e-03 1.463258522562682629e-03 1.788438203220721334e-05 1.112618600018322468e-03
1.500000000000000000e+04 1.463258522562682629e-03 1.788438203220721334e-05 1.112618600018322468e-03 1.463258522562682629e-03 1.788438203220721334e-05 1.112618600018322468e-03
1.600000000000000000e+04 2.212789695477113128e-04 2.231157850474119186e-06 9.656682232161983848e-05 2.212789695477113128e-04 2.231157850474119186e-06 9.656682232161983848e-05
1.700000000000000000e+04 9.275127376895397902e-05 4.637246604488609591e-07 4.742827513837255538e-05 9.275127376895397902e-05 4.637246604488609591e-07 4.742827513837255538e-05
1.800000000000000000e+04 5.676266664522700012e-05 1.526871500345805543e-07 1.332654210273176432e-05 5.676266664522700012e-05 1.526871500345805543e-07 1.332654210273176432e-05
1.900000000000000000e+04 2.596089143480639905e-05 2.030159294008626603e-07 3.607651933634770103e-06 2.596089143480639905e-05 2.030159294008626603e-07 3.607651933634770103e-06
2.000000000000000000e+04 1.367774348182138056e-05 1.099076172295099241e-07 7.636837722202471923e-07 1.367774348182138056e-05 1.099076172295099241e-07 7.636837722202471923e-07
2.100000000000000000e+04 8.292514394270256162e-06 7.994492534635355696e-08 8.193662210942420643e-07 8.292514394270256162e-06 7.994492534635355696e-08 8.193662210942420643e-07
2.186700000000000000e+04 5.594309186562895775e-06 6.175596212187883793e-08 4.206856942801096011e-07 5.594309186562895775e-06 6.175596212187883793e-08 4.206856942801096011e-07
