# x, y
0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
2.500000000000000000e-01 1.819230556488037109e+00
1.250000000000000000e-01 -4.007201194763183594e-01
6.250000000000000000e-02 -8.052952289581298828e-01
1.875000000000000000e-01 3.779335021972656250e-01
3.125000000000000000e-02 -9.218254089355468750e-01
1.562500000000000000e-01 -7.242691516876220703e-02
9.375000000000000000e-02 -6.373613476753234863e-01
2.187500000000000000e-01 9.906759262084960938e-01
1.562500000000000000e-02 -9.650273323059082031e-01
1.406250000000000000e-01 -2.497308254241943359e-01
7.812500000000000000e-02 -7.287212014198303223e-01
2.031250000000000000e-01 6.610193252563476562e-01
4.687500000000000000e-02 -8.690842390060424805e-01
1.718750000000000000e-01 1.352404356002807617e-01
1.093750000000000000e-01 -5.289119482040405273e-01
2.343750000000000000e-01 1.374017477035522461e+00
7.812500000000000000e-03 -9.834676384925842285e-01
